CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
G9825R,2233691002,Xoma Ltd,9.3,Nasdaq,Manufacturing,196.3,2,2014,,0.716
268158,2233720002,Dynavax Technologies Corp,39.1,Nasdaq,Manufacturing,150.2,2,2014,6,1.7
916901,2234560002,Uranium Resources Inc,8.294,Nasdaq,Natural Resource,106,1,2014,5,1.16
67086E,2234720009,OCZ Technology Group Inc,22,Nasdaq,Manufacturing,104,3,2014,,3.081
701354,2234726002,ParkerVision Inc,4.364,Nasdaq,Wholesale,25.4,5,2014,7.001,0.509
053588,2234731009,AVEO Pharmaceuticals Inc,60.75,Nasdaq,Manufacturing,478.4,2,2014,,13.5
22002T,2235033002,Corporate Office Ppty Trust,222.625,New York,REIT,2290.7,6,2014,4,34.25
G54050,2235035002,Lazard Ltd,107.31,New York,Investment Bank,4266.9,6,2014,,35.77
376536,2235304022,Gladstone Commercial Corp,,Nasdaq,REIT,161.7,6,2014,,
896215,2235394002,TriMas Corp,45.6,Nasdaq,Manufacturing,517,3,2014,,15.2
032803,2235484002,Ancestry.com Inc,98.695,Nasdaq,Pers/Bus/Rep Svc,1190.3,7,2014,4.75,26
16934Q,2235495002,Chimera Investment Corp,481.25,New York,REIT,3881.4,6,2014,,3.85
294766,2235504022,Equus Total Return Inc,6.676,New York,Investment Fund,232,6,2014,,
40414L,2235668002,HCP Inc,423,New York,REIT,11369.4,6,2014,4,35.25
09247X,2235903002,BlackRock Inc,8325.349,New York,Investment Bank,20529.9,6,2014,2,163
52324W,2236130002,LeCroy Corp,21.45,Nasdaq,Manufacturing,127.1,3,2014,6.2,8.25
30063P,2236179002,Exact Sciences Corp,60,Nasdaq,Pers/Bus/Rep Svc,302.9,8,2014,6,6
560879,2236283002,MAKO Surgical Corp,53.075,Nasdaq,Manufacturing,381.7,3,2014,,9.65
95709T,2236317002,Westar Energy Inc,191.55,New York,Electric Service,3009.5,4,2014,3.5,25.54
83413U,2236367002,Solar Capital Ltd,37.55,Nasdaq,Investment Fund,738.6,6,2014,4.5,22.2
56804Q,2236791002,Marina Biotech Inc,3.303,Nasdaq,Manufacturing,46.7,2,2014,7.065,1.84
139793,2236930022,"Capital Bank Corp,Raleigh,NC",181.05,Nasdaq,Commercial Bank,213.9,6,2014,,
12738T,2237070002,Cadence Pharmaceuticals Inc,92,Nasdaq,Manufacturing,496.5,2,2014,6,8
760276,2237082002,Republic Airways Holdings Inc,93.6,Nasdaq,Transportation,361.7,4,2014,4.75,7.8
208242,2237200002,Conn's Inc,25,Nasdaq,Retail,85.7,5,2014,,2.7
053484,2237279002,AvalonBay Communities Inc,400.005,New York,REIT,7822.3,6,2014,,87.24
867892,2237483002,Sunstone Hotel Investors Inc,199.875,New York,REIT,1209.6,6,2014,4.25,10.25
291005,2237493002,Emeritus Corp,91.25,New York,Healthcare,794.7,8,2014,3.375,18.25
03834A,2237497002,Approach Resources Inc,93.438,Nasdaq,Natural Resource,443.3,1,2014,5,16.25
294264,2237633002,EpiCept Corp,2,Nasdaq,Manufacturing,32.7,2,2014,7,0.61
17243V,2237644002,Cinemark Holdings Inc,179.5,New York,Leisure,2036.2,7,2014,0.947,17.95
030111,2237668002,Amer Superconductor Corp,163.3,Nasdaq,Manufacturing,1798.1,3,2014,4.75,35.5
33610F,2237675002,First Potomac Realty Trust,155,New York,REIT,750.7,6,2014,4.25,15.5
155771,2237691002,Cntrl Vermont Public Svc Corp,17.1,New York,Electric Service,272.4,4,2014,,20.164
252131,2237725002,Dexcom Inc,30.21,Nasdaq,Manufacturing,652.6,3,2014,,10.6
112463,2237731002,Brookdale Senior Living Inc,246.48,New York,Healthcare,1931.5,8,2014,0.264,18.96
921131,2237913002,Black Hills Corp,119,New York,Electric Service,1180,4,2014,3.5,29.75
04010L,2237974002,Ares Capital Corp,165,Nasdaq,Other Finance,3367.1,6,2014,4.5,16.5
G491BT,2237988002,Invesco Ltd,250.874,New York,Investment Bank,9925,6,2014,,21.48
427096,2238004002,Hercules Tech Growth Cap Inc,62.5,Nasdaq,Other Finance,420.4,6,2014,4.3,10
29365M,2238191002,EnteroMedics Inc,25.752,Nasdaq,Manufacturing,39.8,3,2014,6,1.74
640518,2238211002,Neoprobe Corp,6,Nasdaq,Manufacturing,162.3,3,2014,7,1.9
30219E,2238221002,Express Inc,193.75,New York,Retail,1375.4,5,2014,4.75,15.5
91359E,2238243002,Universal Health Realty Income,18.416,New York,REIT,418.8,6,2014,,32.05
98976E,2238384009,Zoom Technologies Inc,7.926,Nasdaq,Manufacturing,56.7,3,2014,,3.75
45173E,2238393002,Ikanos Communications Inc,11.701,Nasdaq,Manufacturing,69.4,3,2014,7,1.05
942683,2238397002,Watson Pharmaceuticals Inc,524.253,New York,Manufacturing,6592.5,2,2014,,49.75
744320,2238407002,Prudential Financial Inc,1000,New York,Insurance,26342.5,6,2014,3,54.5
85916J,2238413002,Stereotaxis Inc,14.6,Nasdaq,Manufacturing,198.6,3,2014,6,3.65
870738,2238618002,Swift Energy Co,137.25,New York,Natural Resource,1523.9,1,2014,5,36.6
59509C,2238620002,Micromet Inc,72.27,Nasdaq,Manufacturing,663.6,2,2014,,7.3
87162H,2238626002,Syntel Inc,123.975,Nasdaq,Pers/Bus/Rep Svc,2001,7,2014,4.5,47.5
184499,2238640002,Clean Energy Fuels Corp,39.75,Nasdaq,Gas Distribution,915.9,4,2014,6,13.25
87157B,2238983002,Synchronoss Technologies Inc,108.154,Nasdaq,Pers/Bus/Rep Svc,909,7,2014,4.5,25.4
20451Q,2238992002,Compass Diversified Holdings,72.67,New York,Other Finance,780.4,6,2014,4.5,16.9
01988P,2238997002,Allscripts Healthcare,224.375,Nasdaq,Pers/Bus/Rep Svc,3358.5,7,2014,0.557,17.95
690310,2239001002,Overland Storage Inc,4.22,Nasdaq,Manufacturing,17.9,3,2014,,1.25
78463M,2239002002,SPS Commerce Inc,35.173,Nasdaq,Pers/Bus/Rep Svc,143.7,7,2014,6,12.25
409321,2239183002,Hampton Roads Bankshares Inc,40,Nasdaq,Commercial Bank,313.9,6,2014,,0.4
67423R,2239430002,Obagi Medical Products Inc,27.575,Nasdaq,Manufacturing,225.9,2,2014,4,10.25
74733T,2239746002,Qlik Technologies Inc,264.5,Nasdaq,Pers/Bus/Rep Svc,1776,7,2014,4.625,23
87264S,2239760002,TRW Automotive Holdings Corp,485,New York,Manufacturing,4921,3,2014,,48.5
65542W,2239798002,Noranda Aluminum Holding Corp,113.5,New York,Manufacturing,740.9,3,2014,4.5,11.35
78425W,2239810022,SI Financial Group Inc,60.375,Nasdaq,S&L/Thrift,154.6,6,2014,,
12662P,2239987002,CVR Energy Inc,193.5,New York,Manufacturing,928.2,2,2014,4.75,10.75
05348P,2240039002,Avanir Pharmaceuticals Inc,88,Nasdaq,Manufacturing,501.5,2,2014,5.5,4.4
665531,2240159002,Northern Oil & Gas Inc,181.238,New York,Natural Resource,1226.1,1,2014,4,20.25
701354,2240239002,ParkerVision Inc,1.188,Nasdaq,Wholesale,22.1,5,2014,,0.42
716578,2240264002,Petroleum Development Corp,115.2,Nasdaq,Natural Resource,731.9,1,2014,5,32
75606N,2240662002,RealPage Inc,231.75,Nasdaq,Pers/Bus/Rep Svc,1729.3,7,2014,4.25,25.75
67072V,2240687002,NxStage Medical Inc,64.128,Nasdaq,Manufacturing,1048.2,3,2014,,20.04
82321P,2240878002,Shengkai Innovations Inc,13.512,Nasdaq,Manufacturing,141.1,2,2014,6,5.5
482470,2241038002,KIT digital Inc,96,Nasdaq,Pers/Bus/Rep Svc,383.3,7,2014,5,12
834453,2241131002,Somaxon Pharmaceuticals Inc,25.08,Nasdaq,Manufacturing,126,2,2014,,2.85
46118H,2241135002,IntraLinks Holdings Inc,200,New York,Pers/Bus/Rep Svc,1045.1,7,2014,5,20
025195,2241366022,American Commercial Lines LLC,107.805,Nasdaq,Transportation,,4,2014,,
901109,2241736002,Tutor Perini Corp,87.75,New York,Construction,918.2,1,2014,1.75,19.5
75604L,2242064002,RealD Inc,216.866,New York,Manufacturing,1358.5,3,2014,4,27.75
892000,2242072002,Towerstream Corp,16,Nasdaq,Radio/TV/Telecom,114.3,4,2014,6.5,2.8
86074Q,2243562002,Stillwater Mining Co,721.5,New York,Natural Resource,1984.1,1,2014,3.5,19.5
87244T,2243703002,TICC Capital Corp,41,Nasdaq,Investment Fund,319.3,6,2014,5,10.25
92849E,2243833002,Vitamin Shoppe Inc,182.787,New York,Retail,815.9,5,2014,4.687,29
42217K,2244503002,Health Care REIT Inc,437.5,New York,REIT,6344.2,6,2014,4,43.75
817337,2244794002,Sequenom Inc,84,Nasdaq,Manufacturing,541.9,3,2014,6,6
756109,2245568002,Realty Income Corp,215.68,New York,REIT,3946.2,6,2014,4.866,33.7
253017,2245739002,Dice Holdings Inc,129,New York,Pers/Bus/Rep Svc,695.7,7,2014,4.5,10.75
142042,2246189002,Caribou Coffee Co Inc,48.75,Nasdaq,Restaurant/Hotel,202.7,5,2014,5.5,9.75
11133B,2246200002,BroadSoft Inc,116.6,Nasdaq,Pers/Bus/Rep Svc,557.6,7,2014,5,22
256677,2246208002,Dollar General Corp,762.5,New York,Retail,10387.9,5,2014,3.4,30.5
488360,2246235002,Kemet Corp,95.7,New York,Manufacturing,393.8,3,2014,5,11
35952W,2246359002,Fuel Systems Solutions Inc,60,Nasdaq,Manufacturing,588.6,3,2014,5.25,30
97650W,2246401002,"Wintrust Financial Corp,IL",96.154,Nasdaq,Commercial Bank,1031,6,2014,5,30
374163,2246417002,Geron Corp,86.957,Nasdaq,Pers/Bus/Rep Svc,599.9,8,2014,5.77,5
12477X,2246430002,CAI International Inc,47.309,New York,Pers/Bus/Rep Svc,337.1,7,2014,5.75,17.5
172967,2246644002,Citigroup Inc,10515.723,New York,Commercial Bank,126365.8,6,2014,0.402,4.35
60877T,2246691002,Momenta Pharmaceuticals Inc,57.4,Nasdaq,Manufacturing,708.8,2,2014,5.4979,14.35
Y0486S,2246735002,Avago Technologies Ltd,633.75,Nasdaq,Manufacturing,6083.3,3,2014,1.381,25.35
20605P,2246779002,Concho Resources Inc,206.25,New York,Natural Resource,8430.9,1,2014,4,82.5
48248A,2247189002,KKR Financial Holdings LLC,162.72,New York,Investment Bank,1594.8,6,2014,,9.04
73179V,2247193002,Polypore International Inc,156.4,New York,Manufacturing,1741.6,2,2014,1.509,39.1
302695,2247205002,FX Energy Inc,9,Nasdaq,Natural Resource,269.5,1,2014,5,6
85571B,2247213002,Starwood Property Trust Inc,394.6,New York,REIT,1354,6,2014,4,19.73
60689Z,2247257002,MoSys Inc,19.82,Nasdaq,Manufacturing,148.6,3,2014,,4
45784P,2247325002,Insulet Corp,41.55,Nasdaq,Manufacturing,597.9,3,2014,4.217,13.85
98411C,2247404002,XenoPort Inc,28.6,Nasdaq,Manufacturing,247.2,2,2014,5.75,7.15
42722X,2247418002,Heritage Financial Corp,50.05,Nasdaq,Commercial Bank,195.1,6,2014,5.5379,13
294752,2247547002,Equity One Inc,135.2,New York,REIT,1731.7,6,2014,1.124,16.9
140288,2247597022,CapLease Inc,49.405,New York,REIT,363.9,6,2014,,
81721M,2247752002,Senior Housing Ppty Tr,256.25,New York,REIT,2818.3,6,2014,4.25,20.5
02503X,2247808002,American Capital Agency Corp,222,Nasdaq,REIT,1776.6,6,2014,,27.75
23281A,2248042002,Cypress Sharpridge Invest Inc,151.389,New York,REIT,719.2,6,2014,4,12.46
41043F,2248148002,Hanger Orthopedic Group Inc,40,New York,Healthcare,670,8,2014,1.25,20
144577,2248178002,Carrizo Oil & Gas Inc,101.15,Nasdaq,Natural Resource,1110.6,1,2014,,28.9
533535,2248269002,Lincoln Educational Services,59.597,Nasdaq,Other Services,338.3,8,2014,1.639,15.25
320517,2248765002,First Horizon National Corp,250,New York,Commercial Bank,2739.1,6,2014,4.5,10.5
18911Q,2248802002,Cloud Peak Energy Inc,499.2,New York,Natural Resource,1113.1,1,2014,4,19.5
446150,2248811002,"Huntington Bancshares Inc,OH",920,Nasdaq,Commercial Bank,5438.6,6,2014,3.75,6.3
195872,2248877002,Colonial Properties Trust Inc,99.999,New York,REIT,1225.5,6,2014,,15.8
45927F,2248928002,International Coal Group Inc,256.122,New York,Natural Resource,1497.9,1,2014,1.224,7.35
044103,2248933002,Ashford Hospitality Trust Inc,72.375,New York,REIT,565.7,6,2014,2.798,9.65
26817Q,2248940002,Dynex Capital Inc,61.2,New York,REIT,300,6,2014,3.824,10.2
393657,2249019002,Greenbrier Cos Inc,64.5,New York,Manufacturing,534.9,3,2014,,21.5
40414L,2249450002,HCP Inc,1280,New York,REIT,11676.6,6,2014,4,32
402635,2249465002,Gulfport Energy Corp,68,Nasdaq,Natural Resource,892.6,1,2014,3,20
46131B,2249485002,Invesco Mortgage Capital Inc,194.01,New York,REIT,1082.6,6,2014,4,22.3
529043,2249887002,Lexington Realty Trust,77,New York,REIT,1113.8,6,2014,1.429,7.7
891709,2250161002,Tower Bancorp Inc,44.527,Nasdaq,Commercial Bank,235.7,6,2014,5.5,20.25
82321P,2250710002,Shengkai Innovations Inc,5.823,Nasdaq,Manufacturing,146.9,2,2014,6,5.5
92047K,2250964002,ValueVision Media Inc,18.375,Nasdaq,Retail,141.4,5,2014,6,3.75
31787A,2251738002,Finisar Corp,102.744,Nasdaq,Manufacturing,2305.6,3,2014,,28.54
004848,2251849002,Acorn Energy Inc,4.025,Nasdaq,Pers/Bus/Rep Svc,60.4,8,2014,7,3.5
947890,2251877002,Webster Financial Corp,119.34,New York,Commercial Bank,1570.1,6,2014,2.194,18
774415,2252021002,Rockwood Holdings Inc,315.12,New York,Manufacturing,2984.9,2,2014,,39.39
732449,2252072022,Poniard Pharmaceuticals Inc,1.54,Nasdaq,Manufacturing,20.1,2,2014,,
131745,2252651002,Camac Energy Inc,20.502,New York,Natural Resource,337.7,1,2014,5,2.2
185860,2253406002,Cleveland Biolabs Inc,8.386,Nasdaq,Manufacturing,173.4,2,2014,6.01,5.99
090911,2253567022,BioLase Technology Inc,4.98,Nasdaq,Manufacturing,45.8,3,2014,,
620107,2253581034,Motricity Inc,192.133,Nasdaq,Pers/Bus/Rep Svc,192.1,7,2014,,
67086E,2254416002,OCZ Technology Group Inc,17.402,Nasdaq,Manufacturing,145.9,3,2014,,3.75
48023P,2254417002,Jones Soda Co,1.997,Nasdaq,Manufacturing,33,2,2014,,1.12
45170X,2254715009,Identive Group Inc,10.347,Nasdaq,Manufacturing,119.7,3,2014,,2.525
319383,2254860002,First Busey Corp,54.054,Nasdaq,Commercial Bank,336.2,6,2014,,4.25
871630,2255071002,Syntroleum Corp,5,Nasdaq,Natural Resource,141.3,1,2014,,1.73
64118B,2255891002,NetLogic Microsystems,42.53,Nasdaq,Manufacturing,1901,3,2014,,29.1
169384,2255969002,China Direct Industries Inc,4,Nasdaq,Manufacturing,61.3,3,2014,5,1.8
144200,2256637002,Carolina Trust Bank,0.936,Nasdaq,Commercial Bank,,6,2014,,3
421946,2269734002,Healthcare Realty Trust Inc,14.9,New York,REIT,1304.4,6,2014,,21.325
421946,2269740002,Healthcare Realty Trust Inc,79,New York,REIT,1571.6,6,2014,,23.159
421946,2269741002,Healthcare Realty Trust Inc,7.2,New York,REIT,1617.9,6,2014,,23.841
578877,2271483009,MBT Financial Corp,1.242,Nasdaq,Other Finance,23.9,6,2014,,1.399
23283K,2273091009,Cytori Therapeutics Inc,10,Nasdaq,Manufacturing,16.4,3,2014,,7
691828,2276571002,OXiGENE Inc,3.123,Nasdaq,Manufacturing,5.5,2,2014,,0.293
32054K,2283942002,First Industrial Realty Tr Inc,30.924,New York,REIT,612.3,6,2014,,8.24
32054K,2283943002,First Industrial Realty Tr Inc,9.625,New York,REIT,612.3,6,2014,,8.24
517942,2287145002,LaSalle Hotel Properties,76.5,New York,REIT,1708.7,6,2014,,23.388
45104P,2290495002,Icagen Inc,0.529,Nasdaq,Manufacturing,12.1,2,2014,,1.584
45810N,2291616002,IntegraMed America Inc,3.75,Nasdaq,Healthcare,85.2,8,2014,,7.5
29476L,2293050002,Equity Residential,291.874,New York,REIT,14370,6,2014,,47.45
195872,2316161002,Colonial Properties Trust Inc,8.2,New York,REIT,1482,6,2014,,17.73
866674,2356974022,Sun Communities Inc,70,New York,REIT,535.5,6,2014,,
009728,2361342009,Akorn Inc,2.5,Nasdaq,Manufacturing,128.8,2,2014,,1.36
03832V,2376636002,Apricus Biosciences Inc,3.488,Nasdaq,Manufacturing,16.2,2,2014,,6.73
868526,2406331009,Supertel Hospitality Inc,1,Nasdaq,REIT,239.8,6,2014,,1.67
389465,2144552002,Graymark Healthcare Inc,8.34,Nasdaq,Healthcare,20.2,8,2015,5,1.39
73740J,2179117002,PositiveID Corp,1.68,Nasdaq,Manufacturing,24.5,3,2015,,0.69
682324,2200094009,Oncothyreon Inc,5.002,Nasdaq,Manufacturing,266.1,2,2015,,6.21
92343X,2203190002,Verint Systems Inc,70,Nasdaq,Pers/Bus/Rep Svc,1287.7,7,2015,5,35
218352,2212692002,Corcept Therapeutics Inc,39,Nasdaq,Manufacturing,321.6,2,2015,6,3.9
774188,2221272002,Rockville Financial Inc,171.925,Nasdaq,Commercial Bank,360.6,6,2015,5.5,10
16208T,2234235002,Chatham Lodging Tr,64,New York,REIT,211.5,6,2015,4.5,16
38173M,2234405002,Golub Capital Bdc Inc,55.125,Nasdaq,Investment Fund,341.9,6,2015,4.749,15.75
147154,2239992009,"Cascade Bancorp,Bend,OR",176.775,Nasdaq,Commercial Bank,188.2,6,2015,,4
144200,2240232002,Carolina Trust Bank,5.364,Nasdaq,Commercial Bank,14.8,6,2015,,3
98410X,2242876002,Xenith Bankshares Inc,17,Nasdaq,Commercial Bank,54.6,6,2015,5,4.25
872449,2244056002,TIB Financial Corp,7.995,Nasdaq,Commercial Bank,185.3,6,2015,,15
36246K,2248024002,Gabelli Healthcare & WellnessR,18.261,New York,Investment Fund,,6,2015,,6.5
292052,2255651002,Empire Resorts Inc,17.574,Nasdaq,Leisure,79.2,7,2015,,0.884
035710,2256058002,Annaly Capital Management Inc,1290,New York,REIT,12153.4,6,2015,,17.2
28140H,2256382002,Education Realty Trust Inc,83.95,New York,REIT,499.6,6,2015,4.5,7.3
41902R,2256383002,Hatteras Financial Corp,287.5,New York,REIT,1614.8,6,2015,1.461,28.75
866674,2256744002,Sun Communities Inc,30.002,New York,REIT,682.4,6,2015,0.5,32.76
74838J,2256763002,Quidel Corp,52.6,Nasdaq,Manufacturing,427.6,2,2015,5.5,13.15
379302,2256773002,Glimcher Realty Trust,107.9,New York,REIT,813.8,6,2015,4.5,8.3
G6518L,2256896009,Nielsen Holdings Plc,11.679,New York,Pers/Bus/Rep Svc,345.2,8,2015,4,0.6
85857R,2257480002,StemCells Inc,10,Nasdaq,Manufacturing,143,2,2015,5.5,1
35952H,2269047002,FuelCell Energy Inc,19,Nasdaq,Manufacturing,230.4,3,2015,4.813,1.87
14056D,2269223034,Capitol Bancorp Ltd,100,New York,Commercial Bank,13,6,2015,,
379890,2269289002,Glu Mobile Inc,15,Nasdaq,Pers/Bus/Rep Svc,106.4,7,2015,5,2.05
84265V,2269771002,Southern Copper Corp,19.5,New York,Natural Resource,41436.9,1,2015,,48.75
78467J,2269986002,SS&C Technologies Holdings Inc,193.6,Nasdaq,Pers/Bus/Rep Svc,1324.8,7,2015,4,17.6
02503X,2270049002,American Capital Agency Corp,655.2,Nasdaq,REIT,2471.2,6,2015,4.5,28
372476,2270425002,GeoResources Inc,134,Nasdaq,Natural Resource,605.7,1,2015,5,25
53954R,2270468002,Local.com Corp,17,Nasdaq,Pers/Bus/Rep Svc,87.6,7,2015,6,4.25
252784,2271613002,DiamondRock Hospitality Co,133.65,New York,REIT,2011.7,6,2015,0.6579,12.15
003830,2271771002,Abraxas Petroleum Corp,90.215,Nasdaq,Natural Resource,389.2,1,2015,6,4.4
374297,2271922002,Getty Realty Corp,84,New York,REIT,922.4,6,2015,4.5,28
71715N,2271983002,Pharmasset Inc,152.889,Nasdaq,Manufacturing,1692,2,2015,4.5,46.33
640268,2271993002,Nektar Therapeutics,225.15,Nasdaq,Manufacturing,1345.2,2,2015,2.11,11.85
297178,2272098022,Essex Property Trust Inc,593.624,New York,REIT,,6,2015,,
172967,2272109022,Citigroup Inc,57.6,New York,Commercial Bank,139537.7,6,2015,,
316773,2272120002,Fifth Third Bancorp,1700,Nasdaq,Commercial Bank,12847.8,6,2015,3,14
03969P,2272160002,Ardea Biosciences Inc,71.5,Nasdaq,Manufacturing,679,2,2015,6,26
464592,2272184002,Isle of Capri Casinos Inc,54.325,Nasdaq,Leisure,391.7,7,2015,4.878,10.25
04269E,2272196002,ArQule Inc,43.05,Nasdaq,Manufacturing,319.1,2,2015,5,6.15
89147L,2272461002,Tortoise Energy Infrastructure,5,New York,Investment Fund,1039.3,6,2015,,38.21
92407M,2272931002,Vermillion Inc,21.8,Nasdaq,Manufacturing,78.6,2,2015,5,5.45
237266,2273587002,Darling International Inc,307.258,New York,Manufacturing,1482.8,2,2015,4.75,12.7
608753,2273680002,Molycorp Inc,675,New York,Manufacturing,4115,3,2015,4.3,50
918914,2273821022,Valence Technology Inc,31,Nasdaq,Manufacturing,265.7,3,2015,,
154760,2273948002,Central Pacific Financial Corp,20,New York,Commercial Bank,416.5,6,2015,,10
27922Y,2274503022,ECOtality Inc,10,Nasdaq,Manufacturing,,3,2015,,
927912,2274527009,Vision-Sciences Inc,10.5,Nasdaq,Manufacturing,293.3,3,2015,,1.5
376536,2275188002,Gladstone Commercial Corp,13.304,Nasdaq,REIT,173.6,6,2015,5.45,18.35
047440,2275512002,Athersys Inc,15.502,Nasdaq,Manufacturing,82.7,2,2015,5.915,3.55
38011M,2275532002,GMX Resources Inc,100.106,New York,Natural Resource,248.7,1,2015,6.5,4.75
758338,2275762009,Reeds Inc,0.75,Nasdaq,Manufacturing,26.4,2,2015,,2.46
31678A,2276175002,Fifth Street Finance Corp,126.5,New York,Other Finance,823,6,2015,4.5,12.65
92276F,2276515002,Ventas Inc,300.791,New York,REIT,8804.1,6,2015,0.259,54.07
74834L,2276519002,Quest Diagnostics Inc,864.99,New York,Healthcare,8743.9,8,2015,1.129,56.25
812578,2276623002,Seattle Genetics Inc,155,Nasdaq,Manufacturing,1725.8,2,2015,5.5,15.5
12662P,2276685002,CVR Energy Inc,395.471,New York,Manufacturing,1470.4,2,2015,4.5,16.75
74756M,2276771002,Quality Distribution Inc,38,Nasdaq,Transportation,223.6,4,2015,5,9.5
98973P,2277128002,ZIOPHARM Oncology Inc,55.2,Nasdaq,Healthcare,369.2,8,2015,5.652,5.75
679580,2277140022,Old Dominion Freight Line Inc,100,Nasdaq,Transportation,100,4,2015,,
130872,2277142022,Caliper Life Sciences Inc,11.311,Nasdaq,Manufacturing,342.1,3,2015,,
09689U,2277254002,Body Central Corp,81.837,Nasdaq,Retail,255.8,5,2015,5,16.5
867931,2277775002,Superconductor Technologies,13.335,Nasdaq,Manufacturing,80.9,3,2015,6,2.45
